Universidad;Título;Tipo de universidad;Nota de corte 2019/2020;Nota media de admisión 2019/2020;Ofertas de plazas curso 2019/2020;Créditos necesarios;Precio del crédito 2019/2020
Universidad de Córdoba;Grado en Ingeniería Eléctrica;Pública / Propio;5;6.99;90;240;12,62 €
Universidad de Córdoba;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;8.52;90;240;12,62 €
Universidad de Córdoba;Grado en Ingeniería en Recursos Energéticos y Mineros;Pública / Propio;5;n/d;65;240;12,62 €
Universidad de Córdoba;Grado en Ingeniería Mecánica;Pública / Propio;5;9.06;90;240;12,62 €
Universidad de Extremadura;Grado en Enología;Pública / Propio;5;n/d;45;240;15,70 €
Universidad de Girona;Grado en Ingeniería Eléctrica;Pública / Propio;5;n/d;40;240;39,53 €
Universidad de Girona;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;7.57;50;240;39,53 €
Universidad de Girona;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;8.87;70;240;39,53 €
Universidad de Girona;Grado en Ingeniería Mecánica;Pública / Propio;5;7.33;90;240;39,53 €
Universidad de Girona;Grado en Ingeniería Química;Pública / Propio;5;8.59;40;240;39,53 €
Universidad de Girona;Grado en Innovación y Seguridad Alimentaria;Pública / Propio;5;7.54;40;240;35,77 €
Universidad de Granada;Grado en Ingeniería Química;Pública / Propio;5;8.46;105;240;12,62 €
Universidad de Huelva;Grado en Ingeniería Eléctrica;Pública / Propio;5;6.75;65;240;12,62 €
Universidad de Huelva;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;n/d;65;240;12,62 €
Universidad de Huelva;Grado en Ingeniería en Explotación de Minas y Recursos Energéticos;Pública / Propio;5;7.4;65;240;12,62 €
Universidad de Huelva;Grado en Ingeniería Energética;Pública / Propio;5;7.85;50;240;12,62 €
Universidad de Huelva;Grado en Ingeniería Mecánica;Pública / Propio;5;8.34;90;240;12,62 €
Universidad de Huelva;Grado en Ingeniería Química Industrial;Pública / Propio;5;8.25;65;240;12,62 €
Universidad de Jaén;Grado en Ingeniería de Organización Industrial;Pública / Propio;5;8.65;60;240;12,62 €
Universidad de Jaén;Grado en Ingeniería de Recursos Energéticos;Pública / Propio;5;n/d;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;7.63;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería de Tecnologías Mineras;Pública / Propio;5;n/d;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.52;50;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Eléctrica;Pública / Propio;5;n/d;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;8.71;55;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Mecánica;Pública / Propio;5;8.42;115;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Mecánica;Pública / Propio;5;8.21;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Química Industrial;Pública / Propio;5;6.92;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Telemática;Pública / Propio;5;7.58;35;240;12,62 €
Universidad de La Laguna;Grado en Tecnologías Marinas;Pública / Propio;5;6.85;110;240;14,59 €
Universidad de La Rioja;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.09;25;240;21,21 €
Universidad de La Rioja;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;8.13;25;240;21,21 €
Universidad de La Rioja;Grado en Ingeniería Mecánica;Pública / Propio;5;8.11;75;240;21,21 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.7;85;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;7.92;75;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos;Pública / Propio;5;8.04;100;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Organización Industrial;Pública / Propio;5;7.93;50;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Tecnología Naval;Pública / Propio;5;7.6;100;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Tecnologías de la Telecomunicación;Pública / Propio;5;8.18;100;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Mecánica;Pública / Propio;5;7.73;85;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Química;Pública / Propio;5;8.42;90;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Química Industrial;Pública / Propio;5;7.9;75;240;14,59 €
Universidad de León;Grado en Ingeniería de la Energía;Pública / Propio;5;8.08;40;240;21,01 €
Universidad de León;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.48;45;240;21,01 €
Universidad de León;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;5;8.52;100;240;21,01 €
Universidad de León;Grado en Ingeniería Mecánica;Pública / Propio;5;8.33;100;240;21,01 €
Universidad de León;Grado en Ingeniería Minera;Pública / Propio;5;n/d;30;240;21,01 €
Universidad de Málaga;Grado en Ingeniería de la Energía;Pública / Propio;5;8.57;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería de Organización Industrial;Pública / Propio;5;9.23;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería de Sistemas de Telecomunicación;Pública / Propio;5;8.28;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería de Sistemas Electrónicos;Pública / Propio;5;6.91;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería de Sonido e Imagen;Pública / Propio;5;8.74;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.64;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;8.85;65;240;12,62 €
Universidad de Málaga;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;9.02;205;240;12,62 €
Universidad de Málaga;Grado en Ingeniería Mecánica;Pública / Propio;5;9.56;105;240;12,62 €
Universidad de Málaga;Grado en Ingeniería Química;Pública / Propio;5;8.13;75;240;12,62 €
Universidad de Málaga;Grado en Ingeniería Telemática;Pública / Propio;5;8.34;65;240;12,62 €
Universidad de Oviedo;Grado en Ingeniería en Tecnologías y Servicios de Telecomunicación;Pública / Propio;5;7.97;110;240;12,30 €
Universidad de Salamanca;Grado en Ingeniería de la Tecnología de Minas y Energía;Pública / Propio;5;n/d;42;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería de Materiales;Pública / Propio;5;n/d;20;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería Eléctrica;Pública / Propio;5;n/d;30;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;7.25;30;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería Mecánica;Pública / Propio;5;8.07;50;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería Mecánica;Pública / Propio;5;n/d;35;240;21,01 €
Universidad de Salamanca;Grado en Ingeniería Química;Pública / Propio;5;8.72;100;240;21,01 €
Universidad de Sevilla;Grado en Ingeniería de Materiales;Pública / Propio;5;8.61;30;240;12,62 €
Universidad de Sevilla;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.93;66;240;12,62 €
Universidad de Sevilla;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;8.51;104;240;12,62 €
Universidad de Sevilla;Grado en Ingeniería Química;Pública / Propio;5;8.76;65;240;12,62 €
Universidad de Sevilla;Grado en Ingeniería Química Industrial;Pública / Propio;5;7.81;66;240;12,62 €
Universidad de Valladolid;Grado en Enología;Pública / Propio;5;6.95;25;240;19,37 €
Universidad de Valladolid;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;8.37;65;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería de Tecnologías Específicas de Telecomunicación;Pública / Propio;5;7.66;100;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.68;50;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;5;8.8;120;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;8.76;60;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería Mecánica;Pública / Propio;5;8.62;160;240;21,01 €
Universidad de Valladolid;Grado en Ingeniería Química;Pública / Propio;5;8.13;80;240;21,01 €
Universidad de Vic- Universidad Central de Catalunya;Grado en Ingeniería de la Automoción;Privada / Propio;5;-;45;240;
Universidad de Vic- Universidad Central de Catalunya;Grado en Ingeniería Mecatrónica;Privada / Propio;5;-;40;240;
Universidad de Vigo;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;8.74;150;240;13,93 €
Universidad de Vigo;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.53;50;240;13,93 €
Universidad de Vigo;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;8.51;88;240;13,93 €
Universidad de Vigo;Grado en Ingeniería Mecánica;Pública / Propio;5;8.87;122;240;13,93 €
Universidad de Zaragoza;Grado en Ingeniería de Organización Industrial;Pública / Adscrito;5;6.91;56;240;
Universidad de Zaragoza;Grado en Ingeniería de Tecnologías Industriales;Pública / Propio;5;9.87;180;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Pública / Propio;5;9.63;90;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.53;90;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería Electrónica y Automática;Pública / Propio;5;8.44;120;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería Electrónica y Automática;Pública / Propio;5;7.84;30;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería Mecánica;Pública / Propio;5;8.57;240;240;21,66 €
Universidad de Zaragoza;Grado en Ingeniería Mecatrónica;Pública / Adscrito;5;8.59;60;240;
Universidad de Zaragoza;Grado en Ingeniería Química;Pública / Propio;5;8.68;90;240;21,66 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5;9.12;40;240;19,84 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Ambiental;Pública / Propio;5;n/d;40;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería de Energías Renovables;Pública / Propio;5;9.28;70;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Eléctrica;Pública / Propio;5;8.15;70;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Eléctrica;Pública / Propio;5;7.6;50;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;8.5;105;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;8.93;130;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;7.85;60;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería en Tecnología de Telecomunicación;Pública / Propio;5;9.22;120;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Mecánica;Pública / Propio;5;8.94;105;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Mecánica;Pública / Propio;5;8.59;85;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Química Industrial;Pública / Propio;5;7.47;40;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Marina;Pública / Propio;5;n/d;60;240;19,19 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Náutica y Transporte Marítimo;Pública / Propio;5;7.9;60;240;19,19 €
Universidad Politécnica de Cartagena;Grado en Ingeniería de Recursos Minerales y Energía;Pública / Propio;5;n/d;50;240;16,78 €
Universidad Politécnica de Catalunya;Grado en Ingeniería Alimentaria;Pública / Propio;5;7.44;50;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería de Materiales;Pública / Propio;5;7.87;40;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería de Sistemas Audiovisuales;Pública / Propio;5;7.51;60;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Pública / Propio;5;10.05;220;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;8.79;180;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería Minera;Pública / Propio;5;n/d;40;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Ingeniería Química;Pública / Propio;5;8.7;120;240;39,53 €
Universidad Politécnica de Catalunya;Grado en Tecnologías Marinas;Pública / Propio;5;7.68;40;240;39,53 €
Universidad Politécnica de Madrid;Grado en Ingeniería del Medio Natural;Pública / Propio;5;7.38;82;240;24,55 €
Universidad Pompeu Fabra;Grado en Ingeniería de Diseño Industrial;Pública / Adscrito;5;8.52;90;240;
Universidad Rovira i Virgili;Grado en Enología;Pública / Propio;5;7.62;40;240;35,77 €
Universidad Rovira i Virgili;Grado en Ingeniería de Sistemas y Servicios de Telecomunicaciones;Pública / Propio;5;7.83;35;240;39,53 €
Universidad Rovira i Virgili;Grado en Ingeniería Eléctrica;Pública / Propio;5;6.94;65;240;39,53 €
Universidad Rovira i Virgili;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;8.55;75;240;39,53 €
Universidad Rovira i Virgili;Grado en Ingeniería Mecánica;Pública / Propio;5;8.67;60;240;39,53 €
Universidad de A Coruña;Grado en Estudios de Arquitectura;Pública / Propio;5;8.59;132;300;13,93 €
Universidad de A Coruña;Grado en Ingeniería de Obras Públicas;Pública / Propio;5;7.42;50;240;13,93 €
Universidad de A Coruña;Grado en Tecnología de la Ingeniería Civil;Pública / Propio;5;8.49;50;240;13,93 €
Universidad de Burgos;Grado en Arquitectura Técnica;Pública / Propio;5;6.69;35;240;21,01 €
Universidad de Burgos;Grado en Ingeniería Civil;Pública / Propio;5;7.54;50;240;21,01 €
Universidad de Cádiz;Grado en Ingeniería Civil;Pública / Propio;5;7.26;50;240;12,62 €
Universidad de Córdoba;Grado en Ingeniería Civil;Pública / Propio;5;7.54;145;240;12,62 €
Universidad de Extremadura;Grado en Ingeniería Civil - Hidrología;Pública / Propio;5;n/d;30;240;16,83 €
Universidad de Extremadura;Grado en Ingeniería Civil - Transportes y Servicios Urbanos;Pública / Propio;5;n/d;30;240;16,83 €
Universidad de Extremadura;Grado en Ingeniería en Geomática y Topografía;Pública / Propio;5;n/d;35;240;16,83 €
Universidad de Girona;Grado en Arquitectura Técnica y Edificación;Pública / Propio;5;n/d;40;240;35,77 €
Universidad de Granada;Grado en Edificación;Pública / Propio;5;7.55;145;240;12,62 €
Universidad de Granada;Grado en Estudios de Arquitectura;Pública / Propio;5;8.78;160;300;12,62 €
Universidad de Granada;Grado en Ingeniería Civil;Pública / Propio;5;8.07;180;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Civil;Pública / Propio;5;7.99;35;240;12,62 €
Universidad de Jaén;Grado en Ingeniería Geomática y Topográfica;Pública / Propio;5;n/d;30;240;12,62 €
Universidad de La Laguna;Grado en Ingeniería Civil;Pública / Propio;5;7.4;80;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Arquitectura;Pública / Propio;5;7.37;150;330;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Civil;Pública / Propio;5;8.05;125;240;14,59 €
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Geomática;Pública / Propio;5;n/d;50;240;14,59 €
Universidad de León;Grado en Ingeniería en Geomática y Topografía;Pública / Propio;5;-;40;240;21,01 €
Universidad de Lleida;Grado en Arquitectura Técnica y Edificación;Pública / Propio;5;6.88;25;240;35,77 €
